,id,suffix,tld,punycode,origin,type,tld type,suffix type,tld manager,psl comment,code
4094,4094,toyama.toyama.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04094cc2
4095,4095,unazuki.toyama.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04095cc2
4096,4096,uozu.toyama.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04096cc2
4097,4097,yamada.toyama.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04097cc2
4098,4098,arida.wakayama.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04098cc2
4099,4099,aridagawa.wakayama.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04099cc2
4100,4100,gobo.wakayama.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04100cc2
4101,4101,hashimoto.wakayama.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04101cc2
4102,4102,hidaka.wakayama.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04102cc2
4103,4103,hirogawa.wakayama.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04103cc2
4104,4104,inami.wakayama.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04104cc2
4105,4105,iwade.wakayama.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04105cc2
4106,4106,kainan.wakayama.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04106cc2
4107,4107,kamitonda.wakayama.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04107cc2
4108,4108,katsuragi.wakayama.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04108cc2
4109,4109,kimino.wakayama.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04109cc2
4110,4110,kinokawa.wakayama.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04110cc2
4111,4111,kitayama.wakayama.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04111cc2
4112,4112,koya.wakayama.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04112cc2
4113,4113,koza.wakayama.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04113cc2
4114,4114,kozagawa.wakayama.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04114cc2
4115,4115,kudoyama.wakayama.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04115cc2
4116,4116,kushimoto.wakayama.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04116cc2
4117,4117,mihama.wakayama.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04117cc2
4118,4118,misato.wakayama.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04118cc2
4119,4119,nachikatsuura.wakayama.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04119cc2
4120,4120,shingu.wakayama.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04120cc2
4121,4121,shirahama.wakayama.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04121cc2
4122,4122,taiji.wakayama.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04122cc2
4123,4123,tanabe.wakayama.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04123cc2
4124,4124,wakayama.wakayama.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04124cc2
4125,4125,yuasa.wakayama.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04125cc2
4126,4126,yura.wakayama.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04126cc2
4127,4127,asahi.yamagata.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04127cc2
4128,4128,funagata.yamagata.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04128cc2
4129,4129,higashine.yamagata.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04129cc2
4130,4130,iide.yamagata.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04130cc2
4131,4131,kahoku.yamagata.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04131cc2
4132,4132,kaminoyama.yamagata.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04132cc2
4133,4133,kaneyama.yamagata.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04133cc2
4134,4134,kawanishi.yamagata.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04134cc2
4135,4135,mamurogawa.yamagata.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04135cc2
4136,4136,mikawa.yamagata.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04136cc2
4137,4137,murayama.yamagata.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04137cc2
4138,4138,nagai.yamagata.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04138cc2
4139,4139,nakayama.yamagata.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04139cc2
4140,4140,nanyo.yamagata.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04140cc2
4141,4141,nishikawa.yamagata.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04141cc2
4142,4142,obanazawa.yamagata.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04142cc2
4143,4143,oe.yamagata.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04143cc2
4144,4144,oguni.yamagata.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04144cc2
4145,4145,ohkura.yamagata.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04145cc2
4146,4146,oishida.yamagata.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04146cc2
4147,4147,sagae.yamagata.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04147cc2
4148,4148,sakata.yamagata.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04148cc2
4149,4149,sakegawa.yamagata.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04149cc2
4150,4150,shinjo.yamagata.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04150cc2
4151,4151,shirataka.yamagata.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04151cc2
4152,4152,shonai.yamagata.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04152cc2
4153,4153,takahata.yamagata.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04153cc2
4154,4154,tendo.yamagata.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04154cc2
4155,4155,tozawa.yamagata.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04155cc2
4156,4156,tsuruoka.yamagata.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04156cc2
4157,4157,yamagata.yamagata.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04157cc2
4158,4158,yamanobe.yamagata.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04158cc2
4159,4159,yonezawa.yamagata.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04159cc2
4160,4160,yuza.yamagata.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04160cc2
4161,4161,abu.yamaguchi.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04161cc2
4162,4162,hagi.yamaguchi.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04162cc2
4163,4163,hikari.yamaguchi.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04163cc2
4164,4164,hofu.yamaguchi.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04164cc2
4165,4165,iwakuni.yamaguchi.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04165cc2
4166,4166,kudamatsu.yamaguchi.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04166cc2
4167,4167,mitou.yamaguchi.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04167cc2
4168,4168,nagato.yamaguchi.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04168cc2
4169,4169,oshima.yamaguchi.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04169cc2
4170,4170,shimonoseki.yamaguchi.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04170cc2
4171,4171,shunan.yamaguchi.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04171cc2
4172,4172,tabuse.yamaguchi.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04172cc2
4173,4173,tokuyama.yamaguchi.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04173cc2
4174,4174,toyota.yamaguchi.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04174cc2
4175,4175,ube.yamaguchi.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04175cc2
4176,4176,yuu.yamaguchi.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04176cc2
4177,4177,chuo.yamanashi.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04177cc2
4178,4178,doshi.yamanashi.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04178cc2
4179,4179,fuefuki.yamanashi.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04179cc2
4180,4180,fujikawa.yamanashi.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04180cc2
4181,4181,fujikawaguchiko.yamanashi.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04181cc2
4182,4182,fujiyoshida.yamanashi.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04182cc2
4183,4183,hayakawa.yamanashi.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04183cc2
4184,4184,hokuto.yamanashi.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04184cc2
4185,4185,ichikawamisato.yamanashi.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04185cc2
4186,4186,kai.yamanashi.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04186cc2
4187,4187,kofu.yamanashi.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04187cc2
4188,4188,koshu.yamanashi.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04188cc2
4189,4189,kosuge.yamanashi.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04189cc2
4190,4190,minami-alps.yamanashi.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04190cc2
4191,4191,minobu.yamanashi.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04191cc2
4192,4192,nakamichi.yamanashi.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04192cc2
4193,4193,nanbu.yamanashi.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04193cc2
4194,4194,narusawa.yamanashi.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04194cc2
4195,4195,nirasaki.yamanashi.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04195cc2
4196,4196,nishikatsura.yamanashi.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04196cc2
4197,4197,oshino.yamanashi.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04197cc2
4198,4198,otsuki.yamanashi.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04198cc2
4199,4199,showa.yamanashi.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04199cc2
4200,4200,tabayama.yamanashi.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04200cc2
4201,4201,tsuru.yamanashi.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04201cc2
4202,4202,uenohara.yamanashi.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04202cc2
4203,4203,yamanakako.yamanashi.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04203cc2
4204,4204,yamanashi.yamanashi.jp,jp,,merged,country-code,country-code,icann,"Japan Registry Services Co., Ltd.",jp,m04204cc2
4205,4205,user.aseinet.ne.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.",ASEINet,m04205pd3
4206,4206,buyshop.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","BASE, Inc.",m04206pd1
4207,4207,fashionstore.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","BASE, Inc.",m04207pd1
4208,4208,handcrafted.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","BASE, Inc.",m04208pd1
4209,4209,kawaiishop.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","BASE, Inc.",m04209pd1
4210,4210,supersale.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","BASE, Inc.",m04210pd1
4211,4211,theshop.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","BASE, Inc.",m04211pd1
4212,4212,gehirn.ne.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.",Gehirn Inc.,m04212pd2
4213,4213,usercontent.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.",Gehirn Inc.,m04213pd1
4214,4214,angry.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04214pd1
4215,4215,babyblue.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04215pd1
4216,4216,babymilk.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04216pd1
4217,4217,backdrop.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04217pd1
4218,4218,bambina.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04218pd1
4219,4219,bitter.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04219pd1
4220,4220,blush.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04220pd1
4221,4221,boo.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04221pd1
4222,4222,boy.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04222pd1
4223,4223,boyfriend.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04223pd1
4224,4224,but.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04224pd1
4225,4225,candypop.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04225pd1
4226,4226,capoo.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04226pd1
4227,4227,catfood.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04227pd1
4228,4228,cheap.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04228pd1
4229,4229,chicappa.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04229pd1
4230,4230,chillout.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04230pd1
4231,4231,chips.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04231pd1
4232,4232,chowder.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04232pd1
4233,4233,chu.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04233pd1
4234,4234,ciao.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04234pd1
4235,4235,cocotte.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04235pd1
4236,4236,coolblog.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04236pd1
4237,4237,cranky.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04237pd1
4238,4238,cutegirl.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04238pd1
4239,4239,daa.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04239pd1
4240,4240,deca.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04240pd1
4241,4241,deci.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04241pd1
4242,4242,digick.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04242pd1
4243,4243,egoism.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04243pd1
4244,4244,fakefur.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04244pd1
4245,4245,fem.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04245pd1
4246,4246,flier.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04246pd1
4247,4247,floppy.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04247pd1
4248,4248,fool.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04248pd1
4249,4249,frenchkiss.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04249pd1
4250,4250,girlfriend.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04250pd1
4251,4251,girly.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04251pd1
4252,4252,gloomy.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04252pd1
4253,4253,gonna.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04253pd1
4254,4254,greater.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04254pd1
4255,4255,hacca.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04255pd1
4256,4256,heavy.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04256pd1
4257,4257,her.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04257pd1
4258,4258,hiho.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04258pd1
4259,4259,hippy.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04259pd1
4260,4260,holy.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04260pd1
4261,4261,hungry.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04261pd1
4262,4262,icurus.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04262pd1
4263,4263,itigo.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04263pd1
4264,4264,jellybean.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04264pd1
4265,4265,kikirara.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04265pd1
4266,4266,kill.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04266pd1
4267,4267,kilo.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04267pd1
4268,4268,kuron.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04268pd1
4269,4269,littlestar.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04269pd1
4270,4270,lolitapunk.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04270pd1
4271,4271,lomo.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04271pd1
4272,4272,lovepop.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04272pd1
4273,4273,lovesick.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04273pd1
4274,4274,main.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04274pd1
4275,4275,mods.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04275pd1
4276,4276,mond.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04276pd1
4277,4277,mongolian.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04277pd1
4278,4278,moo.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04278pd1
4279,4279,namaste.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04279pd1
4280,4280,nikita.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04280pd1
4281,4281,nobushi.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04281pd1
4282,4282,noor.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04282pd1
4283,4283,oops.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04283pd1
4284,4284,parallel.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04284pd1
4285,4285,parasite.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04285pd1
4286,4286,pecori.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04286pd1
4287,4287,peewee.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04287pd1
4288,4288,penne.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04288pd1
4289,4289,pepper.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04289pd1
4290,4290,perma.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04290pd1
4291,4291,pigboat.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04291pd1
4292,4292,pinoko.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04292pd1
4293,4293,punyu.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04293pd1
4294,4294,pupu.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04294pd1
4295,4295,pussycat.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04295pd1
4296,4296,pya.jp,jp,,merged,private-domains,country-code,private-domains,"Japan Registry Services Co., Ltd.","GMO Pepabo, Inc.",m04296pd1
