,id,suffix,tld,punycode,origin,type,tld type,suffix type,tld manager,psl comment,code
853,853,s3-us-east-2.amazonaws.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Amazon S3,m00853pd2
854,854,s3-us-west-1.amazonaws.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Amazon S3,m00854pd2
855,855,s3-us-west-2.amazonaws.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Amazon S3,m00855pd2
856,856,s3.ap-northeast-2.amazonaws.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Amazon S3,m00856pd3
857,857,s3.ap-south-1.amazonaws.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Amazon S3,m00857pd3
858,858,s3.ca-central-1.amazonaws.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Amazon S3,m00858pd3
859,859,s3.eu-central-1.amazonaws.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Amazon S3,m00859pd3
860,860,s3.eu-west-2.amazonaws.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Amazon S3,m00860pd3
861,861,s3.eu-west-3.amazonaws.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Amazon S3,m00861pd3
862,862,s3.us-east-2.amazonaws.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Amazon S3,m00862pd3
863,863,s3.dualstack.ap-northeast-1.amazonaws.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Amazon S3,m00863pd4
864,864,s3.dualstack.ap-northeast-2.amazonaws.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Amazon S3,m00864pd4
865,865,s3.dualstack.ap-south-1.amazonaws.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Amazon S3,m00865pd4
866,866,s3.dualstack.ap-southeast-1.amazonaws.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Amazon S3,m00866pd4
867,867,s3.dualstack.ap-southeast-2.amazonaws.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Amazon S3,m00867pd4
868,868,s3.dualstack.ca-central-1.amazonaws.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Amazon S3,m00868pd4
869,869,s3.dualstack.eu-central-1.amazonaws.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Amazon S3,m00869pd4
870,870,s3.dualstack.eu-west-1.amazonaws.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Amazon S3,m00870pd4
871,871,s3.dualstack.eu-west-2.amazonaws.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Amazon S3,m00871pd4
872,872,s3.dualstack.eu-west-3.amazonaws.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Amazon S3,m00872pd4
873,873,s3.dualstack.sa-east-1.amazonaws.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Amazon S3,m00873pd4
874,874,s3.dualstack.us-east-1.amazonaws.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Amazon S3,m00874pd4
875,875,s3.dualstack.us-east-2.amazonaws.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Amazon S3,m00875pd4
876,876,s3-website-us-east-1.amazonaws.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Amazon S3,m00876pd2
877,877,s3-website-us-west-1.amazonaws.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Amazon S3,m00877pd2
878,878,s3-website-us-west-2.amazonaws.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Amazon S3,m00878pd2
879,879,s3-website-ap-northeast-1.amazonaws.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Amazon S3,m00879pd2
880,880,s3-website-ap-southeast-1.amazonaws.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Amazon S3,m00880pd2
881,881,s3-website-ap-southeast-2.amazonaws.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Amazon S3,m00881pd2
882,882,s3-website-eu-west-1.amazonaws.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Amazon S3,m00882pd2
883,883,s3-website-sa-east-1.amazonaws.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Amazon S3,m00883pd2
884,884,s3-website.ap-northeast-2.amazonaws.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Amazon S3,m00884pd3
885,885,s3-website.ap-south-1.amazonaws.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Amazon S3,m00885pd3
886,886,s3-website.ca-central-1.amazonaws.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Amazon S3,m00886pd3
887,887,s3-website.eu-central-1.amazonaws.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Amazon S3,m00887pd3
888,888,s3-website.eu-west-2.amazonaws.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Amazon S3,m00888pd3
889,889,s3-website.eu-west-3.amazonaws.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Amazon S3,m00889pd3
890,890,s3-website.us-east-2.amazonaws.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Amazon S3,m00890pd3
891,891,siiites.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Apphud,m00891pd1
892,892,appspacehosted.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Appspace,m00892pd1
893,893,appspaceusercontent.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Appspace,m00893pd1
894,894,on-aptible.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Aptible,m00894pd1
895,895,myasustor.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,ASUSTOR Inc.,m00895pd1
896,896,balena-devices.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Balena,m00896pd1
897,897,betainabox.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,"BASE, Inc.",m00897pd1
898,898,boutir.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Boutir,m00898pd1
899,899,bplaced.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,bplaced,m00899pd1
900,900,cafjs.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Caf.js Labs LLC,m00900pd1
901,901,br.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,CentralNic,m00901pd1
902,902,cn.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,CentralNic,m00902pd1
903,903,de.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,CentralNic,m00903pd1
904,904,eu.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,CentralNic,m00904pd1
905,905,jpn.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,CentralNic,m00905pd1
906,906,mex.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,CentralNic,m00906pd1
907,907,ru.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,CentralNic,m00907pd1
908,908,sa.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,CentralNic,m00908pd1
909,909,uk.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,CentralNic,m00909pd1
910,910,us.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,CentralNic,m00910pd1
911,911,za.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,CentralNic,m00911pd1
912,912,ar.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,CentralNic,m00912pd1
913,913,hu.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,CentralNic,m00913pd1
914,914,kr.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,CentralNic,m00914pd1
915,915,no.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,CentralNic,m00915pd1
916,916,qc.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,CentralNic,m00916pd1
917,917,uy.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,CentralNic,m00917pd1
918,918,africa.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Africa.com Web Solutions Ltd,m00918pd1
919,919,gr.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,iDOT Services Limited,m00919pd1
920,920,co.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,"co.com Registry, LLC",m00920pd1
921,921,jdevcloud.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,CloudAccess.net,m00921pd1
922,922,wpdevcloud.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,CloudAccess.net,m00922pd1
923,923,cloudcontrolled.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,cloudControl,m00923pd1
924,924,cloudcontrolapp.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,cloudControl,m00924pd1
925,925,trycloudflare.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,"Cloudflare, Inc.",m00925pd1
926,926,*.customer-oci.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Curv UG,m00926pd2
927,927,*.oci.customer-oci.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Curv UG,m00927pd3
928,928,*.ocp.customer-oci.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Curv UG,m00928pd3
929,929,*.ocs.customer-oci.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Curv UG,m00929pd3
930,930,dattolocal.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,"Datto, Inc.",m00930pd1
931,931,dattorelay.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,"Datto, Inc.",m00931pd1
932,932,dattoweb.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,"Datto, Inc.",m00932pd1
933,933,mydatto.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,"Datto, Inc.",m00933pd1
934,934,builtwithdark.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,"Dark, Inc.",m00934pd1
935,935,demo.datadetect.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,"DataDetect, LLC.",m00935pd2
936,936,instance.datadetect.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,"DataDetect, LLC.",m00936pd2
937,937,ddns5.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DDNS5,m00937pd1
938,938,discordsays.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Discord Inc,m00938pd1
939,939,discordsez.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Discord Inc,m00939pd1
940,940,drayddns.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DrayTek Corp.,m00940pd1
941,941,dreamhosters.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DreamHost,m00941pd1
942,942,mydrobo.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Drobo,m00942pd1
943,943,dyndns-at-home.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m00943pd1
944,944,dyndns-at-work.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m00944pd1
945,945,dyndns-blog.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m00945pd1
946,946,dyndns-free.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m00946pd1
947,947,dyndns-home.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m00947pd1
948,948,dyndns-ip.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m00948pd1
949,949,dyndns-mail.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m00949pd1
950,950,dyndns-office.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m00950pd1
951,951,dyndns-pics.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m00951pd1
952,952,dyndns-remote.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m00952pd1
953,953,dyndns-server.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m00953pd1
954,954,dyndns-web.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m00954pd1
955,955,dyndns-wiki.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m00955pd1
956,956,dyndns-work.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m00956pd1
957,957,blogdns.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m00957pd1
958,958,cechire.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m00958pd1
959,959,dnsalias.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m00959pd1
960,960,dnsdojo.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m00960pd1
961,961,doesntexist.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m00961pd1
962,962,dontexist.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m00962pd1
963,963,doomdns.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m00963pd1
964,964,dyn-o-saur.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m00964pd1
965,965,dynalias.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m00965pd1
966,966,est-a-la-maison.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m00966pd1
967,967,est-a-la-masion.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m00967pd1
968,968,est-le-patron.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m00968pd1
969,969,est-mon-blogueur.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m00969pd1
970,970,from-ak.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m00970pd1
971,971,from-al.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m00971pd1
972,972,from-ar.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m00972pd1
973,973,from-ca.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m00973pd1
974,974,from-ct.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m00974pd1
975,975,from-dc.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m00975pd1
976,976,from-de.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m00976pd1
977,977,from-fl.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m00977pd1
978,978,from-ga.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m00978pd1
979,979,from-hi.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m00979pd1
980,980,from-ia.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m00980pd1
981,981,from-id.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m00981pd1
982,982,from-il.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m00982pd1
983,983,from-in.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m00983pd1
984,984,from-ks.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m00984pd1
985,985,from-ky.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m00985pd1
986,986,from-ma.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m00986pd1
987,987,from-md.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m00987pd1
988,988,from-mi.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m00988pd1
989,989,from-mn.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m00989pd1
990,990,from-mo.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m00990pd1
991,991,from-ms.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m00991pd1
992,992,from-mt.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m00992pd1
993,993,from-nc.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m00993pd1
994,994,from-nd.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m00994pd1
995,995,from-ne.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m00995pd1
996,996,from-nh.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m00996pd1
997,997,from-nj.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m00997pd1
998,998,from-nm.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m00998pd1
999,999,from-nv.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m00999pd1
1000,1000,from-oh.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01000pd1
1001,1001,from-ok.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01001pd1
1002,1002,from-or.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01002pd1
1003,1003,from-pa.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01003pd1
1004,1004,from-pr.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01004pd1
1005,1005,from-ri.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01005pd1
1006,1006,from-sc.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01006pd1
1007,1007,from-sd.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01007pd1
1008,1008,from-tn.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01008pd1
1009,1009,from-tx.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01009pd1
1010,1010,from-ut.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01010pd1
1011,1011,from-va.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01011pd1
1012,1012,from-vt.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01012pd1
1013,1013,from-wa.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01013pd1
1014,1014,from-wi.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01014pd1
1015,1015,from-wv.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01015pd1
1016,1016,from-wy.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01016pd1
1017,1017,getmyip.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01017pd1
1018,1018,gotdns.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01018pd1
1019,1019,hobby-site.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01019pd1
1020,1020,homelinux.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01020pd1
1021,1021,homeunix.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01021pd1
1022,1022,iamallama.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01022pd1
1023,1023,is-a-anarchist.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01023pd1
1024,1024,is-a-blogger.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01024pd1
1025,1025,is-a-bookkeeper.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01025pd1
1026,1026,is-a-bulls-fan.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01026pd1
1027,1027,is-a-caterer.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01027pd1
1028,1028,is-a-chef.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01028pd1
1029,1029,is-a-conservative.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01029pd1
1030,1030,is-a-cpa.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01030pd1
1031,1031,is-a-cubicle-slave.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01031pd1
1032,1032,is-a-democrat.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01032pd1
1033,1033,is-a-designer.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01033pd1
1034,1034,is-a-doctor.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01034pd1
1035,1035,is-a-financialadvisor.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01035pd1
1036,1036,is-a-geek.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01036pd1
1037,1037,is-a-green.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01037pd1
1038,1038,is-a-guru.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01038pd1
1039,1039,is-a-hard-worker.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01039pd1
1040,1040,is-a-hunter.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01040pd1
1041,1041,is-a-landscaper.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01041pd1
1042,1042,is-a-lawyer.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01042pd1
1043,1043,is-a-liberal.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01043pd1
1044,1044,is-a-libertarian.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01044pd1
1045,1045,is-a-llama.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01045pd1
1046,1046,is-a-musician.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01046pd1
1047,1047,is-a-nascarfan.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01047pd1
1048,1048,is-a-nurse.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01048pd1
1049,1049,is-a-painter.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01049pd1
1050,1050,is-a-personaltrainer.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01050pd1
1051,1051,is-a-photographer.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01051pd1
1052,1052,is-a-player.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01052pd1
1053,1053,is-a-republican.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01053pd1
1054,1054,is-a-rockstar.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01054pd1
1055,1055,is-a-socialist.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01055pd1
1056,1056,is-a-student.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01056pd1
1057,1057,is-a-teacher.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01057pd1
1058,1058,is-a-techie.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01058pd1
1059,1059,is-a-therapist.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01059pd1
1060,1060,is-an-accountant.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01060pd1
1061,1061,is-an-actor.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01061pd1
1062,1062,is-an-actress.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01062pd1
1063,1063,is-an-anarchist.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01063pd1
1064,1064,is-an-artist.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01064pd1
1065,1065,is-an-engineer.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01065pd1
1066,1066,is-an-entertainer.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01066pd1
1067,1067,is-certified.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01067pd1
1068,1068,is-gone.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01068pd1
1069,1069,is-into-anime.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01069pd1
1070,1070,is-into-cars.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01070pd1
1071,1071,is-into-cartoons.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01071pd1
1072,1072,is-into-games.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01072pd1
1073,1073,is-leet.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01073pd1
1074,1074,is-not-certified.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01074pd1
1075,1075,is-slick.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01075pd1
1076,1076,is-uberleet.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01076pd1
1077,1077,is-with-theband.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01077pd1
1078,1078,isa-geek.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01078pd1
