,suffix,tld,punycode_tld,punycode_etld,from_psl,from_iana,type,type_tld,type_etld,manager_etld,manager_tld
1919,qoto.io,io,,,True,True,private-domains,country-code,private-domains,Publication Presse Communication SARL,Internet Computer Bureau Limited
1920,qcx.io,io,,,True,True,private-domains,country-code,private-domains,Redstar Consultants,Internet Computer Bureau Limited
1921,*.sys.qcx.io,io,,,True,True,private-domains,country-code,private-domains,Redstar Consultants,Internet Computer Bureau Limited
1922,vaporcloud.io,io,,,True,True,private-domains,country-code,private-domains,Qutheory LLC,Internet Computer Bureau Limited
1923,g.vbrplsbx.io,io,,,True,True,private-domains,country-code,private-domains,"Rakuten Games, Inc",Internet Computer Bureau Limited
1924,*.on-k3s.io,io,,,True,True,private-domains,country-code,private-domains,"Rancher Labs, Inc",Internet Computer Bureau Limited
1925,*.on-rio.io,io,,,True,True,private-domains,country-code,private-domains,"Rancher Labs, Inc",Internet Computer Bureau Limited
1926,readthedocs.io,io,,,True,True,private-domains,country-code,private-domains,"Read The Docs, Inc",Internet Computer Bureau Limited
1927,resindevice.io,io,,,True,True,private-domains,country-code,private-domains,Resin.io,Internet Computer Bureau Limited
1928,devices.resinstaging.io,io,,,True,True,private-domains,country-code,private-domains,Resin.io,Internet Computer Bureau Limited
1929,hzc.io,io,,,True,True,private-domains,country-code,private-domains,RethinkDB,Internet Computer Bureau Limited
1930,sandcats.io,io,,,True,True,private-domains,country-code,private-domains,"Sandstorm Development Group, Inc.",Internet Computer Bureau Limited
1931,shiftcrypto.io,io,,,True,True,private-domains,country-code,private-domains,Shift Crypto AG,Internet Computer Bureau Limited
1932,shiftedit.io,io,,,True,True,private-domains,country-code,private-domains,ShiftEdit,Internet Computer Bureau Limited
1933,mo-siemens.io,io,,,True,True,private-domains,country-code,private-domains,shopware AG,Internet Computer Bureau Limited
1934,apps.lair.io,io,,,True,True,private-domains,country-code,private-domains,SourceLair PC,Internet Computer Bureau Limited
1935,*.stolos.io,io,,,True,True,private-domains,country-code,private-domains,SourceLair PC,Internet Computer Bureau Limited
1936,spacekit.io,io,,,True,True,private-domains,country-code,private-domains,SpaceKit,Internet Computer Bureau Limited
1937,utwente.io,io,,,True,True,private-domains,country-code,private-domains,Studenten Net Twente,Internet Computer Bureau Limited
1938,*.s5y.io,io,,,True,True,private-domains,country-code,private-domains,"Symfony, SAS",Internet Computer Bureau Limited
1939,edugit.io,io,,,True,True,private-domains,country-code,private-domains,Teckids e.V.,Internet Computer Bureau Limited
1940,telebit.io,io,,,True,True,private-domains,country-code,private-domains,Telebit,Internet Computer Bureau Limited
1941,cust.dev.thingdust.io,io,,,True,True,private-domains,country-code,private-domains,Thingdust AG,Internet Computer Bureau Limited
1942,cust.disrec.thingdust.io,io,,,True,True,private-domains,country-code,private-domains,Thingdust AG,Internet Computer Bureau Limited
1943,cust.prod.thingdust.io,io,,,True,True,private-domains,country-code,private-domains,Thingdust AG,Internet Computer Bureau Limited
1944,cust.testing.thingdust.io,io,,,True,True,private-domains,country-code,private-domains,Thingdust AG,Internet Computer Bureau Limited
1945,reservd.dev.thingdust.io,io,,,True,True,private-domains,country-code,private-domains,Thingdust AG,Internet Computer Bureau Limited
1946,reservd.disrec.thingdust.io,io,,,True,True,private-domains,country-code,private-domains,Thingdust AG,Internet Computer Bureau Limited
1947,reservd.testing.thingdust.io,io,,,True,True,private-domains,country-code,private-domains,Thingdust AG,Internet Computer Bureau Limited
1948,tickets.io,io,,,True,True,private-domains,country-code,private-domains,ticket i/O GmbH,Internet Computer Bureau Limited
1949,upli.io,io,,,True,True,private-domains,country-code,private-domains,Upli,Internet Computer Bureau Limited
1950,2038.io,io,,,True,True,private-domains,country-code,private-domains,VeryPositive SIA,Internet Computer Bureau Limited
1951,wedeploy.io,io,,,True,True,private-domains,country-code,private-domains,"WeDeploy by Liferay, Inc.",Internet Computer Bureau Limited
1952,editorx.io,io,,,True,True,private-domains,country-code,private-domains,"Wix.com, Inc.",Internet Computer Bureau Limited
1953,basicserver.io,io,,,True,True,private-domains,country-code,private-domains,Zitcom A/S,Internet Computer Bureau Limited
1954,virtualserver.io,io,,,True,True,private-domains,country-code,private-domains,Zitcom A/S,Internet Computer Bureau Limited
1955,iq,iq,,,True,True,country-code,country-code,icann,iq,Communications and Media Commission (CMC)
1956,gov.iq,iq,,,True,True,country-code,country-code,icann,iq,Communications and Media Commission (CMC)
1957,edu.iq,iq,,,True,True,country-code,country-code,icann,iq,Communications and Media Commission (CMC)
1958,mil.iq,iq,,,True,True,country-code,country-code,icann,iq,Communications and Media Commission (CMC)
1959,com.iq,iq,,,True,True,country-code,country-code,icann,iq,Communications and Media Commission (CMC)
1960,org.iq,iq,,,True,True,country-code,country-code,icann,iq,Communications and Media Commission (CMC)
1961,net.iq,iq,,,True,True,country-code,country-code,icann,iq,Communications and Media Commission (CMC)
1962,ir,ir,,,True,True,country-code,country-code,icann,ir,Institute for Research in Fundamental Sciences
1963,ac.ir,ir,,,True,True,country-code,country-code,icann,ir,Institute for Research in Fundamental Sciences
1964,co.ir,ir,,,True,True,country-code,country-code,icann,ir,Institute for Research in Fundamental Sciences
1965,gov.ir,ir,,,True,True,country-code,country-code,icann,ir,Institute for Research in Fundamental Sciences
1966,id.ir,ir,,,True,True,country-code,country-code,icann,ir,Institute for Research in Fundamental Sciences
1967,net.ir,ir,,,True,True,country-code,country-code,icann,ir,Institute for Research in Fundamental Sciences
1968,org.ir,ir,,,True,True,country-code,country-code,icann,ir,Institute for Research in Fundamental Sciences
1969,sch.ir,ir,,,True,True,country-code,country-code,icann,ir,Institute for Research in Fundamental Sciences
1970,ایران.ir,ir,,xn--mgba3a4f16a.ir,True,True,country-code,country-code,icann,ir,Institute for Research in Fundamental Sciences
1971,ايران.ir,ir,,xn--mgba3a4fra.ir,True,True,country-code,country-code,icann,ir,Institute for Research in Fundamental Sciences
1972,is,is,,,True,True,country-code,country-code,icann,is,ISNIC - Internet Iceland ltd.
1973,net.is,is,,,True,True,country-code,country-code,icann,is,ISNIC - Internet Iceland ltd.
1974,com.is,is,,,True,True,country-code,country-code,icann,is,ISNIC - Internet Iceland ltd.
1975,edu.is,is,,,True,True,country-code,country-code,icann,is,ISNIC - Internet Iceland ltd.
1976,gov.is,is,,,True,True,country-code,country-code,icann,is,ISNIC - Internet Iceland ltd.
1977,org.is,is,,,True,True,country-code,country-code,icann,is,ISNIC - Internet Iceland ltd.
1978,int.is,is,,,True,True,country-code,country-code,icann,is,ISNIC - Internet Iceland ltd.
1979,cupcake.is,is,,,True,True,private-domains,country-code,private-domains,Cupcake,ISNIC - Internet Iceland ltd.
1980,blogspot.is,is,,,True,True,private-domains,country-code,private-domains,GoIP DNS Services,ISNIC - Internet Iceland ltd.
1981,it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
1982,gov.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
1983,edu.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
1984,abr.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
1985,abruzzo.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
1986,aosta-valley.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
1987,aostavalley.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
1988,bas.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
1989,basilicata.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
1990,cal.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
1991,calabria.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
1992,cam.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
1993,campania.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
1994,emilia-romagna.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
1995,emiliaromagna.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
1996,emr.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
1997,friuli-v-giulia.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
1998,friuli-ve-giulia.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
1999,friuli-vegiulia.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2000,friuli-venezia-giulia.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2001,friuli-veneziagiulia.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2002,friuli-vgiulia.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2003,friuliv-giulia.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2004,friulive-giulia.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2005,friulivegiulia.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2006,friulivenezia-giulia.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2007,friuliveneziagiulia.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2008,friulivgiulia.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2009,fvg.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2010,laz.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2011,lazio.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2012,lig.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2013,liguria.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2014,lom.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2015,lombardia.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2016,lombardy.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2017,lucania.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2018,mar.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2019,marche.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2020,mol.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2021,molise.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2022,piedmont.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2023,piemonte.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2024,pmn.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2025,pug.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2026,puglia.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2027,sar.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2028,sardegna.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2029,sardinia.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2030,sic.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2031,sicilia.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2032,sicily.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2033,taa.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2034,tos.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2035,toscana.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2036,trentin-sud-tirol.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2037,trentin-süd-tirol.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2038,trentin-sudtirol.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2039,trentin-südtirol.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2040,trentin-sued-tirol.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2041,trentin-suedtirol.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2042,trentino-a-adige.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2043,trentino-aadige.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2044,trentino-alto-adige.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2045,trentino-altoadige.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2046,trentino-s-tirol.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2047,trentino-stirol.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2048,trentino-sud-tirol.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2049,trentino-süd-tirol.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2050,trentino-sudtirol.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2051,trentino-südtirol.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2052,trentino-sued-tirol.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2053,trentino-suedtirol.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2054,trentino.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2055,trentinoa-adige.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2056,trentinoaadige.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2057,trentinoalto-adige.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2058,trentinoaltoadige.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2059,trentinos-tirol.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2060,trentinostirol.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2061,trentinosud-tirol.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2062,trentinosüd-tirol.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2063,trentinosudtirol.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2064,trentinosüdtirol.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2065,trentinosued-tirol.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2066,trentinosuedtirol.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2067,trentinsud-tirol.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2068,trentinsüd-tirol.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2069,trentinsudtirol.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2070,trentinsüdtirol.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2071,trentinsued-tirol.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2072,trentinsuedtirol.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2073,tuscany.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2074,umb.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
2075,umbria.it,it,,,True,True,country-code,country-code,icann,it,IIT - CNR
